song_id,episode_code,song_title,cover_id,song_performer_id,album_id
668,S05E20,No Time at All,400,431,41
670,S05E20,Pompeii,402,432,41
648,S05E16,Let's Wait Awhile,217,420,37
645,S05E16,Addicted to Love,387,419,37
657,S05E18,Piece of My Heart,393,424,39
677,S06E02,Take On Me,408,436,43
678,S06E02,Tightrope,409,437,43
679,S06E02,Problem,410,438,43
680,S06E02,Mustang Sally,411,439,43
681,S06E02,Home,412,440,43
685,S06E03,So Far Away,413,443,44
683,S06E03,"Hand in My Pocket"" / ""I Feel the Earth Move",414,441,44
686,S06E03,"You Learn"" / ""You've Got a Friend",414,444,44
684,S06E03,"Will You Love Me Tomorrow"" / ""Head over Feet",415,442,44
691,S06E05,My Sharona,419,446,46
692,S06E05,You Spin Me Round (Like a Record),420,446,46
693,S06E05,It Must Have Been Love,421,447,46
694,S06E05,Father Figure,422,448,46
695,S06E05,All Out of Love,423,449,46
729,S06E11,Take Me to Church,448,468,52
730,S06E11,Chandelier,449,469,52
731,S06E11,Come Sail Away,450,470,52
710,S06E08,At Last,433,458,49
711,S06E08,Hey Ya!,434,459,49
712,S06E08,I'm So Excited,435,460,49
713,S06E08,Our Day Will Come,436,461,49
